Ticket_ID,Customer_ID,Account_ID,Loan_ID,Branch_Name,Issue_Category,Description,Date_Opened,Date_Closed,Priority,Status,Resolution_Remarks,Support_Agent,Channel,Customer_Rating
T00435,C0099,A2460,,Garrett-Rubio Branch,KYC Update Required,System detected kyc update required.,2017-01-02,2017-01-04,High,Escalated,Escalated to technical team.,Wriddhish Sarraf,Phone,1
T00436,C0126,A2156,499,"Li, Camacho and Cline Branch",Account Frozen,Client raised account frozen.,2023-08-02,2023-08-17,Low,Closed,Card replaced and activated.,Harish Anne,Phone,5
T00437,C0461,A7795,,Hartman and Sons Branch,Account Access Issue,Client raised account access issue.,2015-11-22,2015-11-23,High,Closed,KYC documents verified.,Falguni Bhandari,Phone,1
T00438,C0262,A3029,34,"Stout, Baker and Bowman Branch",Card Not Working,Client raised card not working.,2018-11-30,2018-12-28,High,Resolved,Issue resolved successfully.,Leena Apte,Email,4
T00439,C0477,A2921,,Johnson Group Branch,Debit Card Delivery Delay,Client raised debit card delivery delay.,2021-11-08,2021-12-01,Medium,Escalated,KYC documents verified.,Owen Mahajan,In-person,1
T00440,C0129,A1526,87,"Hill, Ramos and Brennan Branch",Loan Payment Delay,System detected loan payment delay.,2019-04-02,,Critical,In Progress,Issue resolved successfully.,Gabriel Mutti,In-person,3
T00441,C0437,A8636,,Smith-Jacobson Branch,Loan Payment Delay,Client raised loan payment delay.,2022-10-21,2022-10-23,Low,Escalated,KYC documents verified.,Gabriel Mutti,In-person,4
T00442,C0383,A9976,470,Gray Ltd Branch,Interest Rate Dispute,Client raised interest rate dispute.,2021-06-13,,Critical,Closed,KYC documents verified.,Wriddhish Sarraf,Mobile App,4
T00443,C0385,A2948,,Baldwin and Sons Branch,Account Frozen,Client raised account frozen.,2017-03-03,2017-03-04,Low,In Progress,Refund processed.,Vansha Sood,Mobile App,4
T00444,C0216,A0746,104,Alvarez PLC Branch,Account Access Issue,System detected account access issue.,2022-02-24,2022-03-17,Low,Resolved,Escalated to technical team.,Udyati Mody,In-person,1
T00445,C0449,A1866,319,Alvarez PLC Branch,Loan Foreclosure,System detected loan foreclosure.,2023-02-15,2023-02-16,Critical,Escalated,Refund processed.,Leena Apte,Phone,4
T00446,C0025,A2546,,Jarvis-Williams Branch,Account Frozen,System detected account frozen.,2021-01-08,,Low,Closed,Escalated to technical team.,Owen Mahajan,In-person,5
T00447,C0052,A8780,456,Ramirez-Kennedy Branch,Account Closure Request,Customer reported account closure request.,2022-09-08,2022-10-08,Medium,Resolved,Refund processed.,Ria Ghose,In-person,4
T00448,C0108,A8754,,"Mathews, Rodriguez and Lambert Branch",Mismatch in Account Statement,System detected mismatch in account statement.,2019-05-15,2019-05-19,High,Open,Escalated to technical team.,Lavanya Hans,Email,4
T00449,C0054,A3894,,"Stewart, Wilson and Dalton Branch",Unauthorized Transaction,Customer reported unauthorized transaction.,2018-05-24,2018-06-03,High,Open,Refund processed.,Kalpit Ahuja,Email,4
T00450,C0252,A8291,,Gonzalez-Martin Branch,Account Closure Request,System detected account closure request.,2020-08-10,2020-08-21,High,Resolved,Pending customer verification.,Kashvi Doctor,Email,5
T00451,C0487,A2175,,Bell PLC Branch,Online Transfer Failed,Customer reported online transfer failed.,2020-02-25,2020-03-24,Low,Resolved,Issue resolved successfully.,Gaurika Pillay,Email,3
T00452,C0259,A7650,119,Pena-Walker Branch,Loan Foreclosure,Client raised loan foreclosure.,2023-08-05,2023-08-15,Medium,Resolved,Pending customer verification.,Kalpit Ahuja,In-person,3
T00453,C0453,A8721,,Hartman-Vargas Branch,Unauthorized Transaction,System detected unauthorized transaction.,2022-07-11,2022-07-16,Low,Open,Loan schedule updated.,Falguni Bhandari,Email,2
T00454,C0179,A8889,,Ward and Sons Branch,UPI Payment Failed,System detected upi payment failed.,2018-01-15,2018-02-07,Medium,In Progress,Issue resolved successfully.,Rehaan Balakrishnan,In-person,5
T00455,C0478,A7269,5,Taylor PLC Branch,Loan Payment Delay,Customer reported loan payment delay.,2020-04-12,,Critical,Escalated,Pending customer verification.,Gabriel Mutti,Mobile App,5
T00456,C0245,A5827,219,"Wallace, Reynolds and Williams Branch",Interest Rate Dispute,Client raised interest rate dispute.,2017-03-22,2017-04-13,Medium,Open,Refund processed.,Aarnav Sangha,Mobile App,1
T00457,C0006,A7465,,Anderson-Dunn Branch,Account Access Issue,Customer reported account access issue.,2022-12-19,2023-01-04,Medium,Closed,Escalated to technical team.,Ikbal Sidhu,In-person,4
T00458,C0059,A3005,,Moreno PLC Branch,Loan Payment Delay,System detected loan payment delay.,2018-08-23,2018-08-24,Low,Resolved,Card replaced and activated.,Bhavya Dutta,Phone,3
T00459,C0454,A5712,,Morris Ltd Branch,UPI Payment Failed,Customer reported upi payment failed.,2019-07-20,,High,Closed,KYC documents verified.,Chaitaly Vaidya,In-person,5
T00460,C0036,A7553,,"Acosta, Murphy and Rojas Branch",Unauthorized Transaction,System detected unauthorized transaction.,2017-09-04,2017-09-22,Critical,Open,Escalated to technical team.,Kalpit Ahuja,Mobile App,4
T00461,C0496,A9294,,"Griffin, White and Miller Branch",Loan Payment Delay,Client raised loan payment delay.,2017-08-25,2017-09-16,Critical,Open,Loan schedule updated.,Vansha Sood,Mobile App,3
T00462,C0317,A9095,,Reyes-Kelley Branch,Loan Payment Delay,Client raised loan payment delay.,2016-12-22,2017-01-04,Low,Closed,Refund processed.,Advik Bhagat,Mobile App,3
T00463,C0444,A8099,103,"Ramirez, Ray and Harvey Branch",Account Closure Request,Customer reported account closure request.,2016-07-23,,Medium,In Progress,Card replaced and activated.,Falguni Bhandari,In-person,4
T00464,C0356,A9469,50,Blair-Rivas Branch,Loan Foreclosure,System detected loan foreclosure.,2022-08-23,,High,Open,Loan schedule updated.,Ria Ghose,Mobile App,2
T00465,C0476,A4820,536,Patel-Villegas Branch,Card Not Working,System detected card not working.,2021-02-26,,Low,Resolved,Refund processed.,Ria Ghose,Phone,4
T00466,C0247,A9670,,Adams LLC Branch,KYC Update Required,Client raised kyc update required.,2022-12-25,2023-01-07,Medium,In Progress,Card replaced and activated.,Ranveer Roy,Phone,5
T00467,C0451,A6302,,Johnson LLC Branch,Loan Foreclosure,Customer reported loan foreclosure.,2016-09-23,2016-10-21,Medium,Open,Issue resolved successfully.,Wriddhish Sarraf,Email,2
T00468,C0332,A7975,,Stevens PLC Branch,UPI Payment Failed,System detected upi payment failed.,2016-07-10,2016-07-31,Critical,Closed,Card replaced and activated.,Vansha Sood,Phone,4
T00469,C0432,A8347,,"Green, Holder and Cooke Branch",Unauthorized Transaction,System detected unauthorized transaction.,2020-01-18,2020-01-26,Low,Closed,Card replaced and activated.,Wriddhish Mangal,Phone,5
T00470,C0061,A4412,,"Long, Chavez and Whitehead Branch",Debit Card Delivery Delay,System detected debit card delivery delay.,2021-06-18,2021-06-20,High,Open,Loan schedule updated.,Veda Samra,Email,2
T00471,C0435,A8625,,"Thomas, Brock and Hansen Branch",Loan Payment Delay,Customer reported loan payment delay.,2015-11-17,2015-12-07,Critical,Open,KYC documents verified.,Wriddhish Sarraf,In-person,5
T00472,C0200,A0865,,Johnson-Wilson Branch,Account Closure Request,System detected account closure request.,2015-02-14,2015-03-03,High,Escalated,Escalated to technical team.,Aarnav Sangha,In-person,3
T00473,C0224,A2745,,"Pratt, Perkins and Garcia Branch",UPI Payment Failed,Client raised upi payment failed.,2021-09-13,2021-10-07,High,Open,KYC documents verified.,Veda Samra,Phone,5
T00474,C0329,A0846,,Scott-Olson Branch,Loan Payment Delay,Customer reported loan payment delay.,2022-01-01,2022-01-17,Low,Resolved,Escalated to technical team.,Ranveer Roy,In-person,3
T00475,C0427,A4210,,"Allen, Church and Cook Branch",EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2021-10-09,2021-10-28,Critical,Resolved,Refund processed.,Chanakya Natt,In-person,2
T00476,C0207,A7945,,Cunningham Inc Branch,Unauthorized Transaction,Client raised unauthorized transaction.,2015-05-16,2015-05-19,Medium,Escalated,Refund processed.,Lavanya Hans,Mobile App,2
T00477,C0126,A7212,483,Lee-Reyes Branch,Card Not Working,Customer reported card not working.,2023-03-27,,Low,In Progress,Card replaced and activated.,Upkaar Bava,Mobile App,3
T00478,C0340,A7804,220,Velez LLC Branch,Interest Rate Dispute,Customer reported interest rate dispute.,2022-11-30,2022-12-09,High,Escalated,Card replaced and activated.,Gaurika Pillay,In-person,5
T00479,C0346,A0673,,Reyes-Kelley Branch,KYC Update Required,Client raised kyc update required.,2022-02-23,2022-03-23,High,Resolved,Escalated to technical team.,Wishi Chhabra,Email,3
T00480,C0293,A9572,,Allen-Guzman Branch,Loan Foreclosure,Client raised loan foreclosure.,2022-07-28,2022-08-21,Medium,Closed,Escalated to technical team.,Gaurika Pillay,Phone,3
T00481,C0281,A8973,,Evans Group Branch,Online Transfer Failed,Customer reported online transfer failed.,2015-10-06,2015-10-10,Critical,Resolved,Pending customer verification.,Ekapad Jhaveri,In-person,3
T00482,C0459,A3164,133,"Taylor, Hopkins and Morales Branch",Loan Foreclosure,Customer reported loan foreclosure.,2016-01-12,2016-02-01,Low,Open,Issue resolved successfully.,Wriddhish Mangal,Phone,4
T00483,C0042,A9275,,Sutton-Huang Branch,Account Frozen,Client raised account frozen.,2022-10-20,2022-10-30,Low,Escalated,Escalated to technical team.,Kashvi Doctor,Mobile App,3
T00484,C0470,A4217,,Johnson Group Branch,KYC Update Required,System detected kyc update required.,2018-02-09,2018-02-22,Low,Resolved,Refund processed.,Wishi Chhabra,Phone,4
T00485,C0332,A1138,,Scott LLC Branch,Loan Foreclosure,System detected loan foreclosure.,2017-04-01,2017-04-07,Low,In Progress,Loan schedule updated.,Kashvi Doctor,Mobile App,2
T00486,C0226,A1741,,Aguirre Group Branch,Debit Card Delivery Delay,Client raised debit card delivery delay.,2016-02-28,2016-03-02,High,Escalated,Issue resolved successfully.,Triya Mukhopadhyay,Mobile App,2
T00487,C0098,A0015,,Thomas LLC Branch,Account Closure Request,System detected account closure request.,2017-12-27,2018-01-07,Low,Closed,KYC documents verified.,Kashvi Doctor,Mobile App,4
T00488,C0214,A7145,,Jackson-Macias Branch,Loan Payment Delay,Client raised loan payment delay.,2023-10-04,,Medium,Open,Card replaced and activated.,Gabriel Mutti,Mobile App,1
T00489,C0412,A9294,465,"Holmes, Harrell and Woods Branch",Loan Foreclosure,Customer reported loan foreclosure.,2018-05-25,2018-06-15,High,Closed,Refund processed.,Niharika Aggarwal,Email,4
T00490,C0245,A4751,14,"Li, Camacho and Cline Branch",Loan Foreclosure,Customer reported loan foreclosure.,2015-06-11,,High,Escalated,Issue resolved successfully.,Wriddhish Sarraf,In-person,4
T00491,C0451,A1391,,Russell-Patel Branch,EMI Auto-debit Failed,Client raised emi auto-debit failed.,2016-07-27,2016-07-28,Medium,Escalated,Card replaced and activated.,Chaitaly Vaidya,In-person,4
T00492,C0094,A8749,,"Robertson, Moore and Howell Branch",Interest Rate Dispute,Client raised interest rate dispute.,2015-03-09,2015-03-11,Low,Escalated,Issue resolved successfully.,Kalpit Ahuja,Mobile App,5
T00493,C0108,A2441,,Baldwin and Sons Branch,Loan Foreclosure,Customer reported loan foreclosure.,2015-06-01,2015-06-17,Critical,Closed,Issue resolved successfully.,Harish Anne,Phone,1
T00494,C0323,A2823,,Taylor PLC Branch,Unauthorized Transaction,Client raised unauthorized transaction.,2023-11-25,2023-12-15,Low,Open,Issue resolved successfully.,Veda Samra,Phone,1
T00495,C0169,A3321,1,Daniel-Dunn Branch,Loan Payment Delay,Client raised loan payment delay.,2023-04-11,2023-04-22,Medium,Resolved,Refund processed.,Aarnav Sangha,Phone,1
T00496,C0236,A9718,478,Ramirez-Brown Branch,Loan Foreclosure,Client raised loan foreclosure.,2016-05-09,2016-06-03,Medium,Escalated,Pending customer verification.,Ikbal Sidhu,Email,2
T00497,C0230,A1638,,Davis-Long Branch,Loan Payment Delay,Customer reported loan payment delay.,2015-03-06,,Low,In Progress,Issue resolved successfully.,Gabriel Mutti,In-person,4
T00498,C0497,A7799,233,"Harris, Robles and Rogers Branch",EMI Auto-debit Failed,Client raised emi auto-debit failed.,2022-03-05,2022-03-20,Low,Closed,Pending customer verification.,Gabriel Mutti,Mobile App,5
T00499,C0093,A1443,243,"Steele, Marsh and Richardson Branch",Loan Payment Delay,Client raised loan payment delay.,2015-01-19,2015-01-26,Low,Closed,Escalated to technical team.,Wriddhish Mangal,Phone,4
T00500,C0047,A3410,35,"Wheeler, Henderson and Weeks Branch",Mismatch in Account Statement,System detected mismatch in account statement.,2016-04-06,2016-04-28,Critical,In Progress,Pending customer verification.,Gaurika Pillay,Email,1
T00501,C0045,A5967,286,Gutierrez PLC Branch,Account Closure Request,Customer reported account closure request.,2017-10-26,2017-11-21,Low,Open,Loan schedule updated.,Chanakya Natt,Phone,1
T00502,C0157,A7948,358,Petersen-Alvarado Branch,EMI Auto-debit Failed,Client raised emi auto-debit failed.,2017-08-21,2017-09-09,High,In Progress,Refund processed.,Ekanta Devan,In-person,2
T00503,C0053,A1607,,Murray LLC Branch,Loan Payment Delay,System detected loan payment delay.,2017-03-30,2017-04-07,Critical,Open,Card replaced and activated.,Ranveer Roy,Phone,5
T00504,C0157,A7455,174,Morris-Prince Branch,Loan Foreclosure,System detected loan foreclosure.,2016-07-12,2016-07-19,High,In Progress,Escalated to technical team.,Ranveer Roy,Email,5
T00505,C0407,A0978,206,Jones LLC Branch,Loan Foreclosure,Client raised loan foreclosure.,2020-03-21,2020-03-27,Medium,Closed,Pending customer verification.,Owen Mahajan,Phone,1
T00506,C0072,A6746,,Robbins LLC Branch,Account Frozen,System detected account frozen.,2017-06-05,2017-07-02,Low,Escalated,KYC documents verified.,Wriddhish Mangal,Phone,2
T00507,C0088,A5363,,Rodriguez LLC Branch,Account Closure Request,Client raised account closure request.,2021-08-20,,Low,Escalated,Issue resolved successfully.,Leena Apte,Mobile App,5
T00508,C0425,A0551,,Booth-Daniels Branch,EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2020-05-17,,Critical,Escalated,Pending customer verification.,Chaitaly Vaidya,Email,4
T00509,C0145,A3572,387,"Flores, French and Freeman Branch",Loan Foreclosure,Customer reported loan foreclosure.,2017-09-06,2017-09-09,Critical,Closed,KYC documents verified.,Owen Mahajan,Email,4
T00510,C0276,A7599,,Chavez and Sons Branch,Interest Rate Dispute,Client raised interest rate dispute.,2019-07-19,2019-08-16,Critical,Open,Refund processed.,Wriddhish Sarraf,Email,4
T00511,C0321,A5455,370,Lynch Ltd Branch,EMI Auto-debit Failed,Client raised emi auto-debit failed.,2023-06-11,2023-07-01,Low,Closed,Escalated to technical team.,Ekapad Jhaveri,Email,5
T00512,C0456,A5964,373,"Vargas, Vang and Murphy Branch",Loan Payment Delay,Client raised loan payment delay.,2019-02-06,2019-02-08,Medium,In Progress,Escalated to technical team.,Harish Anne,Email,4
T00513,C0393,A9505,,Mendez-White Branch,Account Closure Request,System detected account closure request.,2023-07-14,2023-07-26,Critical,Resolved,Issue resolved successfully.,Chaitaly Vaidya,In-person,3
T00514,C0273,A7413,,"Coffey, Curtis and Garrison Branch",Loan Foreclosure,Client raised loan foreclosure.,2016-05-17,2016-06-04,High,Escalated,Loan schedule updated.,Ekani Oza,Email,2
T00515,C0113,A7502,541,"Herrera, Rollins and Hill Branch",Loan Payment Delay,Customer reported loan payment delay.,2017-01-02,2017-01-05,High,Open,KYC documents verified.,Ranveer Roy,Mobile App,2
T00516,C0149,A3347,85,Green-Keith Branch,Interest Rate Dispute,Client raised interest rate dispute.,2022-08-27,2022-09-01,Low,Resolved,Pending customer verification.,Chaitaly Vaidya,Email,2
T00517,C0470,A8514,,Andrews Ltd Branch,Interest Rate Dispute,System detected interest rate dispute.,2018-11-05,2018-12-01,Critical,Escalated,Escalated to technical team.,Owen Mahajan,Phone,3
T00518,C0363,A2814,421,Williams-Edwards Branch,UPI Payment Failed,Customer reported upi payment failed.,2019-03-04,,High,Resolved,Card replaced and activated.,Chanakya Natt,Phone,5
T00519,C0151,A4674,,Morgan Inc Branch,UPI Payment Failed,Customer reported upi payment failed.,2022-12-10,2023-01-01,Medium,In Progress,Issue resolved successfully.,Leena Apte,In-person,5
T00520,C0132,A2073,339,Knight Ltd Branch,Card Not Working,System detected card not working.,2017-01-25,2017-02-17,Medium,Resolved,Card replaced and activated.,Falguni Bhandari,Phone,5
T00521,C0444,A4941,,"Sanchez, Brennan and Ortega Branch",UPI Payment Failed,Customer reported upi payment failed.,2019-07-16,,Critical,Resolved,Pending customer verification.,Ria Ghose,In-person,3
T00522,C0380,A7765,,Evans-Mercado Branch,Debit Card Delivery Delay,Client raised debit card delivery delay.,2023-06-17,,Medium,Closed,KYC documents verified.,Ikbal Sidhu,Mobile App,3
T00523,C0266,A1841,,Vaughn Ltd Branch,Cheque Bounce,Customer reported cheque bounce.,2016-07-25,2016-07-29,Critical,Closed,Refund processed.,Harish Anne,Mobile App,3
T00524,C0318,A1516,234,"Powell, Jones and Hamilton Branch",Account Access Issue,System detected account access issue.,2022-03-11,2022-03-28,Medium,Open,Issue resolved successfully.,Falguni Bhandari,Mobile App,1
T00525,C0265,A8386,182,Adams LLC Branch,Card Not Working,System detected card not working.,2018-07-25,2018-08-11,Critical,In Progress,KYC documents verified.,Wriddhish Mangal,Mobile App,3
T00526,C0020,A6327,471,Hurley-Reynolds Branch,EMI Auto-debit Failed,Client raised emi auto-debit failed.,2018-11-13,2018-11-28,Critical,Escalated,Refund processed.,Bhavya Dutta,In-person,2
T00527,C0389,A6945,34,Vega-Valentine Branch,Loan Foreclosure,Customer reported loan foreclosure.,2021-08-02,2021-08-07,Critical,Open,Issue resolved successfully.,Lavanya Hans,In-person,4
T00528,C0280,A2866,,"Valencia, Hernandez and Brooks Branch",Account Access Issue,Customer reported account access issue.,2023-06-21,,Critical,Resolved,Loan schedule updated.,Veda Samra,Email,3
T00529,C0097,A9589,,Rogers Group Branch,UPI Payment Failed,Customer reported upi payment failed.,2023-04-19,2023-04-20,Medium,Resolved,Escalated to technical team.,Wriddhish Sarraf,Mobile App,1
T00530,C0108,A4714,88,Perez-Griffin Branch,Loan Payment Delay,System detected loan payment delay.,2022-09-18,2022-09-19,Critical,Open,Loan schedule updated.,Ekapad Jhaveri,In-person,5
T00531,C0182,A7873,,"Thompson, Cooper and King Branch",Mismatch in Account Statement,Customer reported mismatch in account statement.,2022-01-16,2022-02-08,High,Closed,KYC documents verified.,Owen Mahajan,Email,3
T00532,C0279,A2669,237,Hahn Group Branch,Loan Payment Delay,System detected loan payment delay.,2020-03-03,,High,Escalated,KYC documents verified.,Ikbal Sidhu,In-person,1
T00533,C0211,A4750,,Scott-Olson Branch,Loan Foreclosure,Customer reported loan foreclosure.,2015-11-11,2015-12-06,Low,Closed,Refund processed.,Chanakya Natt,In-person,3
T00534,C0495,A4933,,Hall PLC Branch,Debit Card Delivery Delay,System detected debit card delivery delay.,2022-09-20,2022-10-08,Medium,Open,Pending customer verification.,Udyati Mody,In-person,3
T00535,C0446,A7945,74,"Zavala, Ferguson and Williams Branch",EMI Auto-debit Failed,Client raised emi auto-debit failed.,2016-10-29,2016-11-03,Low,Escalated,Card replaced and activated.,Ikbal Sidhu,Email,1
T00536,C0344,A2151,,"Reyes, Campbell and Walton Branch",Mismatch in Account Statement,System detected mismatch in account statement.,2018-06-30,2018-07-05,High,In Progress,KYC documents verified.,Rehaan Balakrishnan,Email,1
T00537,C0341,A3644,,Robinson-Sweeney Branch,Unauthorized Transaction,Customer reported unauthorized transaction.,2016-08-06,2016-08-16,Medium,Open,Card replaced and activated.,Gabriel Mutti,Email,1
T00538,C0080,A0309,,"Walton, Hodges and Galloway Branch",UPI Payment Failed,Client raised upi payment failed.,2015-06-24,2015-06-26,Low,Escalated,Issue resolved successfully.,Ikbal Sidhu,In-person,1
T00539,C0424,A1086,,"Steele, Marsh and Richardson Branch",Account Closure Request,Client raised account closure request.,2023-06-18,2023-06-22,Medium,Closed,Pending customer verification.,Chanakya Natt,In-person,1
T00540,C0221,A1488,,Padilla-Cunningham Branch,Interest Rate Dispute,System detected interest rate dispute.,2018-02-10,,Medium,Closed,Refund processed.,Ekapad Jhaveri,Phone,5
T00541,C0475,A9343,494,Lewis-Travis Branch,Account Access Issue,System detected account access issue.,2021-06-26,2021-07-13,Medium,Closed,Issue resolved successfully.,Ekapad Jhaveri,Email,2
T00542,C0267,A8261,190,Ortiz LLC Branch,Loan Payment Delay,Customer reported loan payment delay.,2021-08-11,2021-09-02,High,Escalated,Card replaced and activated.,Kalpit Ahuja,Phone,4
T00543,C0327,A1849,51,Ramsey-Carr Branch,Loan Foreclosure,Client raised loan foreclosure.,2016-03-27,2016-04-12,Low,Open,Escalated to technical team.,Veda Samra,Email,4
T00544,C0391,A4647,,"Austin, Rogers and Ayala Branch",Account Frozen,Customer reported account frozen.,2018-07-01,2018-07-28,Critical,Resolved,Refund processed.,Lavanya Hans,Phone,1
T00545,C0012,A7794,520,Hardin-Rodriguez Branch,Loan Payment Delay,Customer reported loan payment delay.,2022-07-24,2022-07-28,Medium,Escalated,Card replaced and activated.,Gabriel Mutti,Email,2
T00546,C0191,A1061,,"Humphrey, Mitchell and Buck Branch",KYC Update Required,Customer reported kyc update required.,2018-10-19,2018-11-16,Medium,Escalated,KYC documents verified.,Veda Samra,In-person,5
T00547,C0396,A9727,,"Malone, Stewart and Stephens Branch",Interest Rate Dispute,System detected interest rate dispute.,2023-12-25,2024-01-07,Critical,Escalated,Loan schedule updated.,Wishi Chhabra,Phone,4
T00548,C0493,A1771,505,Becker-Boone Branch,Loan Payment Delay,Customer reported loan payment delay.,2020-07-29,2020-08-03,Critical,Open,Pending customer verification.,Upkaar Bava,In-person,2
T00549,C0339,A4961,,Mann and Sons Branch,Account Frozen,System detected account frozen.,2022-05-31,2022-06-25,Medium,Resolved,KYC documents verified.,Veda Samra,Mobile App,5
T00550,C0179,A4288,,Johnson-Wilson Branch,Card Not Working,System detected card not working.,2021-01-23,2021-02-17,Low,Escalated,Card replaced and activated.,Niharika Aggarwal,Mobile App,4
T00551,C0196,A7532,533,"Pratt, Perkins and Garcia Branch",Cheque Bounce,Customer reported cheque bounce.,2021-03-30,2021-04-24,Critical,Escalated,Pending customer verification.,Rehaan Balakrishnan,Mobile App,4
T00552,C0336,A1793,,Bright Group Branch,Account Frozen,Client raised account frozen.,2022-09-08,2022-09-24,Medium,Closed,Issue resolved successfully.,Upkaar Bava,In-person,4
T00553,C0384,A9684,,Massey-Reed Branch,Interest Rate Dispute,Customer reported interest rate dispute.,2018-12-15,2018-12-25,Low,Closed,Issue resolved successfully.,Ranveer Roy,In-person,3
T00554,C0155,A9568,,"Obrien, Wilson and Morgan Branch",KYC Update Required,System detected kyc update required.,2022-01-04,2022-01-08,High,Escalated,Escalated to technical team.,Leena Apte,Phone,2
T00555,C0225,A3845,,"Wallace, Reynolds and Williams Branch",Loan Payment Delay,System detected loan payment delay.,2022-09-19,2022-09-29,Medium,Open,Loan schedule updated.,Niharika Aggarwal,Email,4
T00556,C0366,A6922,413,Pierce Inc Branch,Interest Rate Dispute,System detected interest rate dispute.,2022-10-21,2022-10-22,Low,Escalated,Issue resolved successfully.,Gabriel Mutti,Phone,3
T00557,C0107,A8139,,"Martin, Flores and Miller Branch",Cheque Bounce,System detected cheque bounce.,2022-06-26,2022-07-16,Critical,In Progress,Card replaced and activated.,Wriddhish Sarraf,Email,5
T00558,C0003,A3508,388,Lewis Ltd Branch,KYC Update Required,Client raised kyc update required.,2018-05-02,,Low,Closed,Issue resolved successfully.,Owen Mahajan,In-person,3
T00559,C0009,A1103,,Ortiz LLC Branch,Mismatch in Account Statement,System detected mismatch in account statement.,2018-11-23,2018-12-14,High,Escalated,KYC documents verified.,Falguni Bhandari,In-person,2
T00560,C0125,A6789,430,"Nelson, Sanchez and Burch Branch",Loan Payment Delay,Client raised loan payment delay.,2020-10-11,2020-11-05,Medium,Closed,Card replaced and activated.,Kalpit Ahuja,Mobile App,3
T00561,C0319,A8729,,Rodriguez LLC Branch,Account Access Issue,System detected account access issue.,2023-02-24,2023-03-13,Critical,In Progress,Pending customer verification.,Ranveer Roy,In-person,4
T00562,C0134,A6722,,Hartman-Vargas Branch,KYC Update Required,System detected kyc update required.,2015-09-21,2015-10-19,High,In Progress,Escalated to technical team.,Gaurika Pillay,Phone,4
T00563,C0453,A3908,402,"Suarez, Rhodes and Bolton Branch",Interest Rate Dispute,System detected interest rate dispute.,2015-04-24,2015-05-21,Low,In Progress,Pending customer verification.,Wishi Chhabra,Phone,1
T00564,C0465,A4234,,Miller Inc Branch,EMI Auto-debit Failed,System detected emi auto-debit failed.,2016-12-21,2016-12-23,Low,Open,Refund processed.,Triya Mukhopadhyay,Email,3
T00565,C0021,A9857,,Johnson Ltd Branch,Loan Foreclosure,Client raised loan foreclosure.,2019-07-26,,Low,Escalated,Refund processed.,Ekapad Jhaveri,Phone,2
T00566,C0450,A1834,,Frazier and Sons Branch,UPI Payment Failed,Client raised upi payment failed.,2020-11-07,2020-11-26,High,Escalated,Issue resolved successfully.,Harish Anne,Email,3
T00567,C0467,A5396,,Leon PLC Branch,Account Access Issue,Customer reported account access issue.,2023-05-06,2023-05-20,Low,In Progress,Pending customer verification.,Wishi Chhabra,Mobile App,4
T00568,C0290,A4167,,Bennett and Sons Branch,Interest Rate Dispute,Client raised interest rate dispute.,2019-03-15,2019-03-19,Critical,Escalated,KYC documents verified.,Harish Anne,In-person,2
T00569,C0300,A5948,,Ortiz LLC Branch,Debit Card Delivery Delay,Customer reported debit card delivery delay.,2018-06-16,2018-07-15,Low,In Progress,Escalated to technical team.,Falguni Bhandari,Mobile App,3
T00570,C0398,A5946,,"Sanchez, Brennan and Ortega Branch",KYC Update Required,Customer reported kyc update required.,2017-08-26,,Critical,Resolved,Escalated to technical team.,Chaitaly Vaidya,Phone,3
T00571,C0100,A3447,,Sanchez PLC Branch,UPI Payment Failed,Client raised upi payment failed.,2022-01-30,2022-02-25,Critical,Open,Escalated to technical team.,Wriddhish Mangal,Email,4
T00572,C0001,A7719,,"Patton, Maddox and Jackson Branch",Account Closure Request,Customer reported account closure request.,2018-09-24,2018-10-23,Medium,Resolved,Loan schedule updated.,Chaitaly Vaidya,In-person,4
T00573,C0341,A9866,,"Powell, Jones and Hamilton Branch",Loan Foreclosure,Customer reported loan foreclosure.,2015-04-23,2015-05-14,Critical,In Progress,Issue resolved successfully.,Upkaar Bava,Phone,3
T00574,C0200,A5141,370,"Williams, Green and Dunlap Branch",Mismatch in Account Statement,Customer reported mismatch in account statement.,2017-10-19,2017-11-13,Critical,Resolved,Card replaced and activated.,Veda Samra,Phone,3
T00575,C0109,A2843,,Nguyen Inc Branch,Unauthorized Transaction,System detected unauthorized transaction.,2017-03-24,2017-04-05,Critical,Closed,Pending customer verification.,Ria Ghose,Email,5
T00576,C0051,A3748,,"Edwards, Dixon and Lopez Branch",Unauthorized Transaction,Customer reported unauthorized transaction.,2017-03-23,2017-04-20,Critical,Closed,Card replaced and activated.,Vansha Sood,In-person,2
T00577,C0483,A1460,303,Hardin-Rodriguez Branch,Interest Rate Dispute,Client raised interest rate dispute.,2021-05-12,2021-06-04,Critical,Open,Pending customer verification.,Gabriel Mutti,Phone,2
T00578,C0325,A4362,,Lewis Ltd Branch,Account Access Issue,Client raised account access issue.,2019-04-14,2019-05-12,Medium,Resolved,KYC documents verified.,Gaurika Pillay,Phone,4
T00579,C0410,A2956,,Carroll-Robinson Branch,Account Access Issue,Client raised account access issue.,2015-04-28,2015-05-07,Critical,In Progress,Escalated to technical team.,Owen Mahajan,Mobile App,1
